Serial,Gender,Ethinicity,Minority,Deprived
1084951,Female or unknown,White,no,yes
1085028,Female or unknown,Other or unknown,yes,yes
1087098,Female or unknown,Asian,yes,yes
1090530,Female or unknown,Other or unknown,yes,yes
1090567,Female or unknown,Other or unknown,yes,yes
1090608,Female or unknown,Other or unknown,yes,yes
1097758,Female or unknown,Mixed,yes,yes
1098946,Female or unknown,Other or unknown,yes,yes
1109289,Female or unknown,Other or unknown,yes,yes
1109292,Female or unknown,Other or unknown,yes,yes
1109299,Female or unknown,Other or unknown,yes,yes
1089568,Female or unknown,White,no,yes
1089668,Female or unknown,Other or unknown,yes,yes
1091022,Female or unknown,Other or unknown,yes,yes
1091229,Female or unknown,Black,yes,yes
1091246,Female or unknown,Other or unknown,yes,yes
1101107,Female or unknown,Other or unknown,yes,yes
1101126,Female or unknown,White,no,yes
1005799,Female or unknown,Other or unknown,yes,no
1012960,Female or unknown,Other or unknown,yes,no
1013068,Female or unknown,Other or unknown,yes,no
1017584,Female or unknown,Other or unknown,yes,no
1017670,Female or unknown,Other or unknown,yes,no
1039250,Female or unknown,Other or unknown,yes,yes
1043206,Female or unknown,Other or unknown,yes,yes
1043233,Female or unknown,Other or unknown,yes,yes
1072411,Female or unknown,Other or unknown,yes,yes
1072424,Female or unknown,Other or unknown,yes,yes
1077091,Female or unknown,Other or unknown,yes,yes
1061770,Female or unknown,Other or unknown,yes,yes
1066183,Female or unknown,Other or unknown,yes,no
1073283,Female or unknown,White,no,yes
1081735,Female or unknown,Other or unknown,yes,yes
1090754,Female or unknown,Other or unknown,yes,yes
1004280,Female or unknown,Asian,yes,no
1004285,Female or unknown,Other or unknown,yes,no
1006560,Female or unknown,Other or unknown,yes,yes
1010238,Female or unknown,White,no,no
1014883,Female or unknown,White,no,yes
1047025,Female or unknown,Other or unknown,yes,yes
1074226,Female or unknown,Other or unknown,yes,yes
1002628,Female or unknown,Other or unknown,yes,no
1019370,Female or unknown,Other or unknown,yes,no
1025009,Female or unknown,Other or unknown,yes,yes
1039904,Female or unknown,Other or unknown,yes,no
1020007,Female or unknown,Other or unknown,yes,no
1026291,Female or unknown,Other or unknown,yes,no
1062505,Female or unknown,Other or unknown,yes,yes
1081233,Female or unknown,Other or unknown,yes,yes
1081241,Female or unknown,White,no,yes
1079212,Female or unknown,White,no,no
1079391,Female or unknown,Other or unknown,yes,no
1087682,Female or unknown,White,no,yes
1094515,Female or unknown,Other or unknown,yes,yes
1095991,Female or unknown,Black,yes,yes
1098190,Female or unknown,Other or unknown,yes,yes
1106455,Female or unknown,Other or unknown,yes,no
1112474,Female or unknown,Other or unknown,yes,yes
1017945,Female or unknown,White,no,yes
1042785,Female or unknown,Other or unknown,yes,yes
1080797,Female or unknown,Other or unknown,yes,yes
1007331,Female or unknown,Other or unknown,yes,yes
1007396,Female or unknown,White,no,yes
1020205,Female or unknown,Other or unknown,yes,no
1048889,Female or unknown,Other or unknown,yes,yes
1048896,Female or unknown,White,no,yes
1001447,Female or unknown,Other or unknown,yes,no
1001706,Female or unknown,Other or unknown,yes,yes
1001747,Female or unknown,White,no,yes
1001772,Female or unknown,White,no,yes
1004823,Female or unknown,Other or unknown,yes,no
1004859,Female or unknown,Other or unknown,yes,no
1004860,Female or unknown,Other or unknown,yes,no
1004890,Female or unknown,Other or unknown,yes,no
1004948,Female or unknown,Other or unknown,yes,no
1006845,Female or unknown,Other or unknown,yes,yes
1006903,Female or unknown,Other or unknown,yes,yes
1053829,Female or unknown,Other or unknown,yes,yes
1026935,Female or unknown,Other or unknown,yes,no
1026944,Female or unknown,White,no,no
1026965,Female or unknown,Other or unknown,yes,no
1031411,Female or unknown,Other or unknown,yes,no
1031559,Female or unknown,Other or unknown,yes,no
1033946,Female or unknown,Other or unknown,yes,yes
1033947,Female or unknown,Other or unknown,yes,yes
1033960,Female or unknown,Other or unknown,yes,yes
1034030,Female or unknown,Other or unknown,yes,yes
1034054,Female or unknown,Other or unknown,yes,yes
1072664,Female or unknown,Other or unknown,yes,no
1076922,Female or unknown,Other or unknown,yes,no
1002731,Female or unknown,Other or unknown,yes,no
1002753,Female or unknown,Other or unknown,yes,no
1002803,Female or unknown,Other or unknown,yes,no
1003381,Female or unknown,Other or unknown,yes,no
1006794,Female or unknown,Other or unknown,yes,yes
1006809,Female or unknown,Other or unknown,yes,yes
1013591,Female or unknown,Other or unknown,yes,yes
1017075,Female or unknown,Other or unknown,yes,no
1022239,Female or unknown,Other or unknown,yes,yes
1022250,Female or unknown,Other or unknown,yes,yes
1071677,Female or unknown,Other or unknown,yes,no
1004520,Female or unknown,White,no,no
1008089,Female or unknown,Other or unknown,yes,yes
1008109,Female or unknown,White,no,yes
1022873,Female or unknown,Other or unknown,yes,yes
1038039,Female or unknown,Other or unknown,yes,no
1005631,Female or unknown,Other or unknown,yes,no
1010478,Female or unknown,Other or unknown,yes,no
1064238,Female or unknown,Other or unknown,yes,yes
1025201,Female or unknown,Other or unknown,yes,no
1025305,Female or unknown,Other or unknown,yes,no
1025311,Female or unknown,Other or unknown,yes,no
1045710,Female or unknown,White,no,no
1045725,Female or unknown,Other or unknown,yes,no
1044110,Female or unknown,Other or unknown,yes,yes
1070431,Female or unknown,Other or unknown,yes,no
1085504,Female or unknown,Other or unknown,yes,yes
1047859,Female or unknown,Other or unknown,yes,no
1061091,Female or unknown,Other or unknown,yes,yes
1085852,Female or unknown,Other or unknown,yes,no
1085857,Female or unknown,Other or unknown,yes,no
1005953,Female or unknown,Other or unknown,yes,no
1007551,Female or unknown,Other or unknown,yes,no
1011644,Female or unknown,Other or unknown,yes,no
1011651,Female or unknown,Other or unknown,yes,no
1011659,Female or unknown,Other or unknown,yes,no
1011699,Female or unknown,Other or unknown,yes,no
1011732,Female or unknown,Other or unknown,yes,no
1086697,Female or unknown,Other or unknown,yes,no
1086871,Female or unknown,Other or unknown,yes,no
1086892,Female or unknown,Other or unknown,yes,no
1087872,Female or unknown,Other or unknown,yes,no
1088035,Female or unknown,Other or unknown,yes,no
1088036,Female or unknown,Other or unknown,yes,no
1094863,Female or unknown,Other or unknown,yes,no
1003068,Female or unknown,Other or unknown,yes,no
1009109,Female or unknown,Other or unknown,yes,no
1005121,Female or unknown,Other or unknown,yes,no
1005223,Female or unknown,Other or unknown,yes,no
1005330,Female or unknown,Other or unknown,yes,no
1008409,Female or unknown,Other or unknown,yes,no
1008464,Female or unknown,Other or unknown,yes,no
1008470,Female or unknown,Other or unknown,yes,no
1008568,Female or unknown,Other or unknown,yes,no
1016315,Female or unknown,Other or unknown,yes,no
1013094,Female or unknown,Other or unknown,yes,no
1020525,Female or unknown,Other or unknown,yes,no
1020788,Female or unknown,Other or unknown,yes,yes
1020790,Female or unknown,White,no,yes
1020791,Female or unknown,Other or unknown,yes,yes
1024237,Female or unknown,Other or unknown,yes,yes
1024970,Female or unknown,Other or unknown,yes,no
1047846,Female or unknown,Other or unknown,yes,no
1061587,Female or unknown,White,no,yes
1061607,Female or unknown,Other or unknown,yes,yes
1071171,Female or unknown,Other or unknown,yes,yes
1078023,Female or unknown,Other or unknown,yes,yes
1083385,Female or unknown,Other or unknown,yes,yes
1012506,Female or unknown,Other or unknown,yes,no
1019526,Female or unknown,Other or unknown,yes,no
1027498,Female or unknown,Other or unknown,yes,yes
1046764,Female or unknown,Other or unknown,yes,yes
1046765,Female or unknown,Other or unknown,yes,yes
1059800,Female or unknown,Other or unknown,yes,yes
1059804,Female or unknown,Other or unknown,yes,yes
1037157,Female or unknown,Other or unknown,yes,yes
1064310,Female or unknown,Other or unknown,yes,no
1076236,Female or unknown,Other or unknown,yes,yes
1072028,Female or unknown,Other or unknown,yes,no
1072156,Female or unknown,Other or unknown,yes,no
1079892,Female or unknown,Other or unknown,yes,no
1079913,Female or unknown,Other or unknown,yes,no
1079940,Female or unknown,Other or unknown,yes,no
1095393,Female or unknown,Asian,yes,yes
1097660,Female or unknown,Other or unknown,yes,yes
1001669,Female or unknown,Other or unknown,yes,yes
1002007,Female or unknown,Other or unknown,yes,no
1002294,Female or unknown,Other or unknown,yes,yes
1002295,Female or unknown,White,no,yes
1002336,Female or unknown,Other or unknown,yes,yes
1026395,Female or unknown,Other or unknown,yes,yes
1029150,Female or unknown,Other or unknown,yes,yes
1029151,Female or unknown,Other or unknown,yes,yes
1029198,Female or unknown,Other or unknown,yes,yes
1048452,Female or unknown,Other or unknown,yes,yes
1080860,Female or unknown,Other or unknown,yes,yes
1080869,Female or unknown,Other or unknown,yes,yes
1080882,Female or unknown,Other or unknown,yes,yes
1029210,Female or unknown,Other or unknown,yes,no
1039549,Female or unknown,Other or unknown,yes,no
1047353,Female or unknown,Other or unknown,yes,yes
1055117,Female or unknown,Other or unknown,yes,yes
1060528,Female or unknown,Other or unknown,yes,yes
1064087,Female or unknown,Other or unknown,yes,no
1070524,Female or unknown,Other or unknown,yes,yes
1070673,Female or unknown,Other or unknown,yes,yes
1070674,Female or unknown,Other or unknown,yes,yes
1070675,Female or unknown,Other or unknown,yes,yes
1023184,Female or unknown,White,no,yes
1023245,Female or unknown,White,no,yes
1032081,Female or unknown,Other or unknown,yes,no
1036674,Female or unknown,Other or unknown,yes,yes
1036702,Female or unknown,Other or unknown,yes,yes
1042020,Female or unknown,Other or unknown,yes,no
1042082,Female or unknown,White,no,no
1042099,Female or unknown,White,no,no
1044549,Female or unknown,Other or unknown,yes,yes
1052645,Female or unknown,Other or unknown,yes,yes
1052649,Female or unknown,Other or unknown,yes,yes
1018648,Female or unknown,White,no,no
1018735,Female or unknown,White,no,no
1027156,Female or unknown,Other or unknown,yes,no
1028851,Female or unknown,White,no,yes
1033427,Female or unknown,Other or unknown,yes,no
1033538,Female or unknown,Other or unknown,yes,no
1043428,Female or unknown,Other or unknown,yes,no
1009912,Female or unknown,Other or unknown,yes,no
1017170,Female or unknown,White,no,yes
1028154,Female or unknown,Other or unknown,yes,yes
1028157,Female or unknown,Other or unknown,yes,yes
1046803,Female or unknown,Other or unknown,yes,yes
1069190,Female or unknown,Other or unknown,yes,yes
1069211,Female or unknown,Other or unknown,yes,yes
1069213,Female or unknown,Other or unknown,yes,yes
1044802,Female or unknown,Other or unknown,yes,yes
1030616,Female or unknown,Other or unknown,yes,no
1034588,Female or unknown,Other or unknown,yes,yes
1034686,Female or unknown,Other or unknown,yes,yes
1034715,Female or unknown,Other or unknown,yes,yes
1038117,Female or unknown,Other or unknown,yes,no
1038119,Female or unknown,Other or unknown,yes,no
1049765,Female or unknown,Other or unknown,yes,yes
1074640,Female or unknown,White,no,yes
1078081,Female or unknown,Other or unknown,yes,yes
1080514,Female or unknown,Other or unknown,yes,no
1080600,Female or unknown,Other or unknown,yes,no
1082580,Female or unknown,Other or unknown,yes,no
1082618,Female or unknown,Other or unknown,yes,no
1095904,Female or unknown,Other or unknown,yes,yes
1095924,Female or unknown,Other or unknown,yes,yes
1106884,Female or unknown,Other or unknown,yes,no
1000537,Female or unknown,Other or unknown,yes,yes
1010006,Female or unknown,Other or unknown,yes,yes
1010024,Female or unknown,Other or unknown,yes,yes
1024083,Female or unknown,Other or unknown,yes,no
1058428,Female or unknown,Other or unknown,yes,no
1063618,Female or unknown,Other or unknown,yes,no
1065919,Female or unknown,Other or unknown,yes,yes
1083343,Female or unknown,Other or unknown,yes,yes
1083358,Female or unknown,Other or unknown,yes,yes
1057670,Female or unknown,Other or unknown,yes,no
1063691,Female or unknown,White,no,yes
1005766,Female or unknown,Other or unknown,yes,no
1009768,Female or unknown,Other or unknown,yes,no
1017722,Female or unknown,Other or unknown,yes,no
1020981,Female or unknown,Other or unknown,yes,yes
1021075,Female or unknown,Other or unknown,yes,yes
1021123,Female or unknown,Other or unknown,yes,yes
1023545,Female or unknown,White,no,yes
1023550,Female or unknown,Other or unknown,yes,yes
1023571,Female or unknown,Other or unknown,yes,yes
1023586,Female or unknown,White,no,yes
1023615,Female or unknown,Other or unknown,yes,yes
1026040,Female or unknown,Other or unknown,yes,no
1001312,Female or unknown,Other or unknown,yes,no
1004371,Female or unknown,Other or unknown,yes,yes
1023953,Female or unknown,Other or unknown,yes,yes
1033298,Female or unknown,Other or unknown,yes,yes
1046727,Female or unknown,Other or unknown,yes,no
1000014,Female or unknown,Other or unknown,yes,no
1000443,Female or unknown,Other or unknown,yes,no
1004981,Female or unknown,Other or unknown,yes,yes
1021174,Female or unknown,Other or unknown,yes,yes
1069881,Female or unknown,Other or unknown,yes,yes
1079606,Female or unknown,Other or unknown,yes,yes
1008115,Female or unknown,Other or unknown,yes,no
1082484,Female or unknown,Other or unknown,yes,yes
1003930,Female or unknown,Other or unknown,yes,no
1016775,Female or unknown,Other or unknown,yes,no
1017761,Female or unknown,Other or unknown,yes,yes
1017765,Female or unknown,Other or unknown,yes,yes
1017768,Female or unknown,Other or unknown,yes,yes
1017814,Female or unknown,White,no,yes
1039758,Female or unknown,Other or unknown,yes,yes
1045408,Female or unknown,Other or unknown,yes,yes
1062204,Female or unknown,Other or unknown,yes,yes
1004693,Female or unknown,Other or unknown,yes,no
1014998,Female or unknown,Other or unknown,yes,no
1015120,Female or unknown,Other or unknown,yes,no
1015162,Female or unknown,Other or unknown,yes,no
1025736,Female or unknown,Other or unknown,yes,yes
1033408,Female or unknown,Other or unknown,yes,yes
1049601,Female or unknown,White,no,yes
1011045,Female or unknown,White,no,no
1011901,Female or unknown,White,no,no
1011908,Female or unknown,Other or unknown,yes,no
1022943,Female or unknown,Other or unknown,yes,yes
1022944,Female or unknown,Other or unknown,yes,yes
1022977,Female or unknown,Other or unknown,yes,yes
1023016,Female or unknown,Other or unknown,yes,yes
1023017,Female or unknown,Other or unknown,yes,yes
1029242,Female or unknown,Other or unknown,yes,yes
1029246,Female or unknown,Other or unknown,yes,yes
1077164,Female or unknown,Other or unknown,yes,yes
1077165,Female or unknown,Other or unknown,yes,yes
1080342,Female or unknown,Other or unknown,yes,yes
1001834,Female or unknown,Other or unknown,yes,no
