pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p1186,2024-02-12T14:32:54Z,508,27,Non-binary,Black,United States,United States,United States,English,Student,Some University but no degree,4,50,2,2,2,2,1,2,3,3,2,2,2,1,2,2
p1187,2024-02-14T04:40:34Z,3380,27,Man,White,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,75,4,3,3,3,3,3,4,3,2,4,4,4,4,3
p1189,2024-04-21T02:31:13Z,446,35,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,54,2,2,1,3,3,3,2,2,2,3,2,2,2,2
p1191,2024-02-16T03:01:29Z,348,42,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,4,49,3,3,3,3,3,4,4,3,2,3,3,3,2,3
p1192,2024-02-13T02:04:01Z,784,44,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,2,40,3,3,2,4,2,4,2,3,2,3,3,3,3,2
p1196,2024-02-12T16:12:30Z,488,27,Woman,Asian,United States,United States,Korea,English,Working full-time,University Bachelors Degree,5,92,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p1198,2024-02-12T15:20:29Z,694,48,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,3,75,3,4,1,4,3,5,3,2,3,4,3,3,3,3
p1200,2024-02-12T15:54:13Z,828,28,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,3,81,3,4,2,4,5,5,3,5,5,5,4,4,5,4
p1208,2024-02-14T01:53:28Z,915,57,Man,White,Cuba,United States,United States,English,Working full-time,Completed Secondary School,6,80,4,4,4,4,5,5,4,4,5,3,4,4,4,4
p1210,2024-02-17T23:23:08Z,422,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,76,3,3,3,4,3,4,3,4,3,4,4,3,3,3
p1211,2024-04-24T22:59:36Z,630,46,Woman,White,United States,United States,United States,English,Working part-time,Completed Secondary School,7,75,4,4,3,4,4,3,3,4,3,3,4,3,4,4
p1222,2024-03-18T12:11:56Z,1139,26,Man,White,United States,United States,Italy,English,Working full-time,University Bachelors Degree,6,44,3,4,3,3,3,2,3,3,3,3,2,3,4,3
p1223,2024-02-12T15:08:51Z,1017,22,Man,White,United States,United States,United States,English,Working part-time,Some University but no degree,4,77,4,4,3,5,5,4,4,4,5,5,4,4,5,5
p1225,2024-02-12T21:11:17Z,742,33,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,8,70,3,4,4,4,3,3,3,3,4,3,4,3,3,3
p1231,2024-02-12T15:52:17Z,1090,30,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,7,79,5,3,3,5,4,4,3,4,3,4,4,4,5,4
p1232,2024-02-12T15:35:10Z,936,29,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,77,4,2,3,4,4,3,5,4,3,3,3,4,4,3
p1234,2024-02-12T15:42:57Z,716,25,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,4,50,3,2,2,4,3,4,2,3,4,4,3,3,3,3
p1237,2024-02-15T14:59:44Z,828,22,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,71,3,5,2,3,3,3,3,2,2,4,3,2,3,3
p1239,2024-02-12T14:50:46Z,926,31,Woman,Black,United States,United States,United States,English,Working part-time,University Bachelors Degree,2,51,4,4,4,4,3,4,5,3,4,4,4,4,4,5
p1244,2024-02-14T02:59:37Z,847,37,Woman,White,United States,United States,United States,English,Working full-time,Vocational or Similar,5,51,2,3,2,4,2,3,1,2,3,3,2,2,2,2
p1245,2024-02-12T14:41:43Z,461,32,Man,White,United States,United States,United States,English,Working part-time,Vocational or Similar,3,64,3,3,3,2,2,4,4,2,3,3,3,3,3,3
p1252,2024-02-13T17:01:58Z,912,39,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,4,27,1,4,2,4,1,3,3,2,3,2,2,1,3,3
p1270,2024-02-17T19:23:17Z,597,27,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",9,90,4,4,5,4,5,5,4,5,4,5,4,4,5,4
p1274,2024-03-20T04:14:04Z,642,36,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,60,4,4,2,4,4,4,2,3,2,4,3,3,4,3
p1277,2024-02-14T13:24:32Z,536,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,76,4,3,4,4,4,4,4,4,3,4,4,4,4,4
p1282,2024-02-12T16:47:45Z,639,24,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,60,2,3,2,2,2,3,2,2,1,4,3,2,2,2
p1291,2024-02-13T15:50:45Z,594,24,Man,White,United States,United States,United States,English,Student,University Bachelors Degree,6,93,4,3,3,3,3,4,3,3,4,3,4,4,2,4
p1292,2024-02-13T01:55:54Z,2566,27,Man,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,4,5,4,4,3,4,4,4,4,4,4,3,4,4
p1300,2024-03-18T13:01:30Z,927,35,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,60,3,4,2,4,4,4,2,3,3,3,3,4,4,3
p1308,2024-02-12T16:09:44Z,2172,21,Woman,Black,United States,United States,United States,French,Student,Some University but no degree,2,51,3,1,1,3,1,4,4,2,2,3,2,2,1,1
p1311,2024-02-13T21:05:28Z,389,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,100,5,5,4,5,5,5,5,4,5,4,5,5,3,5
p1319,2024-02-12T14:47:50Z,2052,35,Man,Mixed,United States,United States,United States,English,Working full-time,Completed Secondary School,9,85,5,4,4,4,5,5,4,5,4,5,4,4,5,4
p1321,2024-02-12T15:55:34Z,758,35,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,40,1,3,3,5,1,4,2,2,2,3,2,2,1,1
p1323,2024-02-14T16:05:17Z,585,26,Man,Asian,United States,United States,Vietnam,Vietnamese,Working full-time,University Bachelors Degree,7,61,4,3,4,4,4,4,3,4,2,4,4,4,4,3
p1326,2024-02-16T08:10:19Z,534,33,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,0,56,2,1,1,4,4,3,3,4,3,4,2,2,3,2
p1327,2024-03-03T03:59:12Z,616,25,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,9,95,4,4,4,5,3,5,3,4,3,4,4,4,5,4
p1329,2024-02-12T14:46:59Z,749,33,Woman,Asian,United States,United States,United States,Korean,Not currently employed,University Bachelors Degree,7,85,3,3,2,3,3,4,3,3,2,3,4,3,3,3
p1341,2024-02-12T15:54:43Z,1557,26,Man,Mixed,Mexico,United States,Mexico,Spanish,Not currently employed,University Bachelors Degree,4,90,4,4,4,4,3,2,5,2,4,3,3,4,3,4
p1342,2024-02-12T14:37:52Z,845,78,Man,White,United States,United States,United States,English,Disabled,Vocational or Similar,4,70,1,1,1,1,2,2,2,1,2,1,2,1,4,1
p1343,2024-02-13T19:24:16Z,681,31,Woman,Mixed,United States,United States,United States,Other,Working full-time,University Bachelors Degree,6,60,3,2,3,4,2,5,3,3,2,3,3,3,4,3
p1348,2024-02-13T02:32:39Z,501,18,Woman,Asian,Pakistan,United States,Pakistan,English,Student,Completed Secondary School,4,72,4,3,3,4,4,4,4,4,4,3,3,3,4,4
p1368,2024-02-13T15:59:35Z,548,31,Woman,Asian,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,75,3,3,3,3,3,4,3,3,3,4,4,3,4,3
p1381,2024-02-13T21:40:44Z,777,36,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,2,45,3,3,2,3,3,4,3,2,2,2,3,3,3,3
p1383,2024-02-15T15:33:55Z,2209,25,Non-binary,White,United States,United States,United States,English,Not currently employed,Vocational or Similar,3,68,2,3,2,3,3,4,3,3,4,2,2,2,4,2
p1384,2024-02-12T18:23:13Z,671,31,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,4,81,2,3,2,2,3,3,3,3,3,2,2,3,3,3
p1394,2024-02-12T15:32:52Z,2005,38,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,85,2,3,3,4,4,4,4,4,3,4,3,2,4,3
p1400,2024-02-12T15:08:29Z,702,22,Man,White,United States,United States,United States,English,Student,University Bachelors Degree,6,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p1401,2024-02-12T16:48:52Z,707,20,Woman,White,United States,United States,United States,English,Student,Some University but no degree,4,65,3,2,2,3,3,4,3,3,4,3,2,2,3,3
p1405,2024-02-12T18:32:37Z,673,37,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,3,30,1,2,2,3,2,3,2,1,3,2,1,2,2,2
p1411,2024-02-12T15:16:54Z,1128,30,Non-binary,White,United States,United States,United States,English,Self-employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,60,4,3,3,3,4,5,2,2,2,3,3,2,4,3
p1414,2024-02-12T18:30:57Z,1144,34,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,90,5,5,5,5,5,5,4,5,3,5,5,5,5,5
p1416,2024-02-12T20:51:48Z,465,30,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,79,4,3,3,4,3,4,3,4,4,3,3,3,3,3
p1421,2024-02-12T14:32:04Z,1063,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,85,4,4,5,4,4,4,4,4,4,4,4,4,4,4
p1425,2024-02-13T01:47:27Z,952,40,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,5,100,4,5,5,5,4,5,2,5,3,5,5,4,4,5
p1428,2024-04-18T12:01:12Z,532,41,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,92,4,3,3,4,3,4,5,4,4,4,4,4,4,4
p1439,2024-02-29T15:12:30Z,5048,38,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,3,60,3,5,2,5,4,4,2,4,3,4,3,4,4,2
p1447,2024-03-22T17:02:34Z,516,29,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,2,13,1,1,1,2,1,1,1,1,3,1,1,1,2,1
p1448,2024-02-14T23:53:21Z,1015,27,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,55,2,4,2,4,3,4,3,3,3,3,2,2,3,3
p1452,2024-02-12T21:47:01Z,2320,29,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,65,4,3,3,4,2,3,2,4,2,4,3,2,4,3
p1460,2024-02-12T15:10:07Z,548,46,Man,White,Germany,United States,United States,German,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,86,4,4,4,4,3,4,4,4,4,4,4,4,4,4
p1473,2024-02-12T22:10:58Z,830,31,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,2,20,1,2,1,3,2,3,2,1,3,2,2,1,2,2
p1474,2024-02-12T23:07:14Z,743,27,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,40,3,3,3,3,3,4,4,3,3,2,3,3,3,3
p1475,2024-02-14T11:42:21Z,707,39,Non-binary,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,70,1,2,1,3,1,4,2,1,1,2,1,1,2,3
p1484,2024-02-12T15:58:59Z,824,31,Woman,Mixed,United States,United States,United States,English,Disabled,Some University but no degree,5,50,4,3,1,3,1,5,3,2,3,2,1,1,1,1
p1495,2024-02-12T14:35:53Z,476,33,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,7,70,3,3,3,4,3,4,4,5,3,4,4,3,5,4
p1511,2024-02-12T19:45:31Z,674,35,Woman,Black,United States,United States,United States,English,Working full-time,Vocational or Similar,4,50,1,3,1,1,1,1,3,1,1,1,1,1,1,1
p1512,2024-02-12T20:16:01Z,478,39,Woman,White,United States,United States,United States,English,Working full-time,Completed Secondary School,6,75,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p1513,2024-04-03T13:02:13Z,757,30,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,1,65,2,2,1,1,3,2,4,1,1,2,2,1,4,2
p1514,2024-02-12T16:34:35Z,481,31,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,78,4,4,3,4,4,4,4,4,4,4,4,4,4,4
p1518,2024-02-14T02:04:27Z,626,23,Woman,Asian,United States,United States,United States,Vietnamese,Working full-time,University Bachelors Degree,2,30,1,1,2,5,1,5,3,5,1,3,1,1,2,1
p1522,2024-02-12T15:00:59Z,733,26,Woman,Black,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,5,91,3,4,3,4,2,4,3,4,3,4,4,4,4,4
p1539,2024-02-12T18:19:33Z,464,41,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,5,90,4,5,4,5,4,5,3,5,3,5,4,5,5,4
p1544,2024-02-12T14:52:16Z,707,49,Woman,White,United States,United States,United States,English,Self-employed,Completed Secondary School,6,80,2,4,4,5,2,4,4,4,2,3,4,3,4,4
p1545,2024-02-12T14:29:45Z,849,36,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,4,80,3,4,3,3,3,3,3,3,4,3,3,3,4,3
p1548,2024-02-12T14:37:00Z,848,26,Woman,Black,United States,United States,United States,English,Not currently employed,University Bachelors Degree,6,85,4,4,4,4,3,5,3,4,3,4,4,4,4,3
p1556,2024-02-13T10:57:21Z,3748,25,Woman,Asian,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,43,2,3,3,3,2,3,2,2,2,3,3,2,3,3
p1559,2024-02-12T14:45:41Z,381,27,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,4,100,4,5,4,5,2,5,5,4,4,5,5,5,3,5
p1565,2024-02-12T21:18:18Z,1531,38,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,80,4,5,3,4,4,4,3,3,5,4,4,3,3,4
p1567,2024-02-12T14:29:22Z,1076,47,Woman,Other,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,5,80,4,3,2,5,3,5,3,3,2,5,3,3,3,3
p1569,2024-02-12T14:31:07Z,1027,31,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,25,1,2,1,2,2,3,3,2,2,2,2,1,2,1
p1572,2024-02-12T16:12:31Z,450,29,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,92,5,5,5,5,5,5,5,5,4,4,5,5,5,5
p1578,2024-02-12T14:27:11Z,798,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,55,2,2,2,4,3,2,3,4,4,3,3,3,3,3
p1584,2024-02-23T22:44:53Z,489,29,Woman,Asian,United States,United States,United States,English,Working full-time,Completed Secondary School,5,60,2,3,2,2,2,3,2,2,2,3,3,2,2,3
p1591,2024-02-12T18:45:10Z,834,25,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,80,5,4,4,4,4,4,4,4,5,4,5,4,5,5
p1598,2024-02-12T15:18:39Z,1463,24,Non-binary,Asian,United States,United States,United States,Vietnamese,Student,Some University but no degree,4,56,3,4,4,2,2,4,3,2,3,3,3,3,4,2
p1599,2024-02-12T16:32:30Z,649,29,Woman,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,21,4,3,3,3,4,3,3,4,4,3,3,3,4,4
p1605,2024-02-13T18:44:38Z,418,31,Man,White,United States,United States,United States,Spanish,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p1607,2024-02-12T14:30:31Z,437,33,Man,White,United States,United States,United States,English,Working full-time,Vocational or Similar,6,55,3,4,4,4,3,4,4,3,3,3,4,3,4,3
p1614,2024-02-12T16:51:49Z,727,30,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,75,4,4,3,3,3,4,4,3,3,3,3,4,4,4
p1616,2024-04-01T13:23:02Z,998,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,5,4,4,4,5,4,4,4,4,5,4,4,5,4
p1619,2024-02-12T15:03:23Z,478,39,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,10,4,4,4,5,5,4,5,5,5,5,5,4,5,5
p1627,2024-02-12T17:15:09Z,849,25,Man,White,United States,United States,United States,English,Working full-time,Some University but no degree,3,70,4,3,2,3,3,3,3,2,1,3,4,3,4,2
p1628,2024-02-12T15:34:27Z,398,34,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,55,2,2,2,2,3,3,2,3,2,3,2,3,4,3
p1632,2024-02-29T02:39:59Z,862,26,Woman,Asian,United States,United States,United States,Vietnamese,Working part-time,University Bachelors Degree,5,61,3,3,3,3,3,4,3,3,3,3,3,3,3,3
p1644,2024-02-12T15:47:13Z,615,32,Man,Mixed,Japan,United States,United States,English,Working full-time,University Bachelors Degree,7,82,4,4,3,4,3,4,2,3,3,3,3,3,3,4
p1645,2024-02-27T00:48:39Z,594,30,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,4,40,3,3,3,4,2,3,3,2,4,3,2,2,3,2
p1649,2024-02-12T18:42:43Z,300,24,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,21,1,2,3,1,2,3,2,1,1,1,1,1,1,1
p1651,2024-02-18T04:59:54Z,1217,35,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,60,4,2,2,3,4,4,3,4,4,3,3,4,4,3
p1654,2024-02-13T03:40:13Z,625,37,Woman,Asian,United States,United States,United States,Chinese,Not currently employed,University Bachelors Degree,4,62,3,3,2,3,4,3,4,3,4,3,3,3,5,3
p1655,2024-02-13T17:08:41Z,861,31,Non-binary,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,2,40,1,2,2,3,2,1,3,2,3,2,2,2,3,1
p1659,2024-02-13T13:16:21Z,1100,36,Man,White,United States,United States,Ireland,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,89,3,3,4,3,4,4,3,2,3,2,4,3,3,4
p1660,2024-02-12T15:44:07Z,636,32,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,99,5,4,4,4,4,4,4,4,4,4,5,4,4,4
